chip_id,chip_x,chip_y,tile
chip_141_434,-89.06114169378236,42.806962616730814,16TCN
chip_173_350,-96.00881686190488,41.068714779748184,14TQL
chip_235_448,-88.51866815883906,37.11942995072912,16SCG
chip_247_581,-78.68120969614321,35.36487677806174,17SQV
chip_163_519,-82.36340444941797,40.940396061710935,17TLF
chip_095_371,-94.1968817333099,45.75369774692536,15TVL
chip_281_270,-101.90815201941633,34.44019876670495,14SKD
chip_343_469,-87.64550356641868,30.538283110562425,16RDU
chip_254_444,-88.93101230677973,36.00134291501946,16SCE
chip_159_483,-85.20543363567549,41.455565724149196,16TFL
chip_219_442,-88.88408290745667,38.103588832307246,16SCH
chip_120_443,-88.1771966713021,44.025278021058675,16TDP
chip_274_474,-86.82967714214664,34.651047966257785,16SED
chip_092_369,-94.36501620111662,45.93741330855286,15TUL
chip_091_358,-95.31638806249234,46.006072658242516,14TQS
chip_150_265,-102.98468853419158,42.2620174637555,13TFG
chip_094_362,-94.97267624277123,45.822310341163266,15TUL
chip_227_331,-97.47284452278413,37.821424745391596,14SPG
chip_133_484,-84.8788783802219,43.000687129635416,16TFN
chip_151_539,-80.61943705833075,41.469770997521124,17TNF
chip_111_418,-90.2305514206567,44.67437397251899,15TYK
chip_098_373,-94.02967231196932,45.569865106629976,15TVL
chip_151_487,-84.80726660897794,41.905049740543326,16TFM
chip_165_264,-102.97625683735541,41.35911609408663,13TFF
chip_242_332,-97.37900635831016,36.92294194400257,14SPF
chip_206_418,-90.68182843710767,38.97542975889866,15SXD
chip_104_374,-93.9547359135413,45.20599076888731,15TVL
chip_098_357,-95.40680699731747,45.582915635135414,14TQR
chip_149_493,-84.30148400569686,41.981015997598625,17TKG
chip_115_583,-76.53194352634806,43.115288404259815,18TUN
chip_284_270,-101.89444639119043,34.260234132115464,14SKC
chip_137_492,-84.26179084351443,42.70412837415258,16TGN
chip_252_584,-78.52937833580233,35.03685368800552,17SQU
chip_128_446,-87.98244132286935,43.53002741609778,16TDP
chip_135_495,-83.99542033690564,42.80098092047754,16TGN
chip_168_609,-75.37179865423127,39.676455525010475,18SVJ
chip_136_478,-85.40069357844749,42.86256890821232,16TFN
chip_123_465,-86.36150458262566,43.723695972924084,16TEP
chip_124_483,-84.87406287155585,43.545646708094374,16TFP
chip_113_424,-89.73327349200433,44.53103606853023,15TYK
chip_106_374,-93.95841362243249,45.08519830427996,15TVK
chip_161_477,-85.70643684120722,41.37611589230599,16TFL
chip_097_368,-94.45856909054383,45.635921405961426,15TUL
chip_205_342,-96.63642263527258,39.147682781347136,14SPJ
chip_268_420,-90.79139363872464,35.25567755359478,15SXV
chip_152_477,-85.62706014380736,41.91337733110209,16TFM
chip_077_350,-96.00959847943108,46.856477790392134,14TQS
chip_419_322,-97.87449304579282,26.21824361663286,14RPQ
chip_151_493,-84.3215046264025,41.861786931997734,17TKG
chip_081_357,-95.39752927886883,46.612450238321564,14TQS
chip_136_471,-85.9764230094028,42.90816108757655,16TEN
chip_150_494,-84.230533549005,41.914005037300726,17TKG
chip_118_447,-87.82750858396064,44.12512542287536,16TDP
chip_272_429,-90.1406310144694,34.98440991474171,15SYU
chip_221_307,-99.33777430667907,38.144645028273956,14SMH
chip_088_350,-96.00950195996768,46.18947385707422,14TQS
chip_123_581,-76.82766268881468,42.66831883670654,18TUN
chip_118_381,-93.38866539467993,44.35086091023542,15TVK
chip_252_264,-102.49531796169997,36.15434377732699,13SGA
chip_107_376,-93.78954916167129,45.02211439101624,15TVK
chip_089_351,-95.92269758059646,46.1288807858968,14TQS
chip_105_361,-95.06838447114124,45.15788256068674,15TUL
chip_232_332,-97.39014460165,37.52256303214635,14SPG
chip_086_350,-96.00951936431407,46.31064846364208,14TQS
chip_191_473,-86.27667727079297,39.61147501176483,16SEJ
chip_139_480,-85.26430535861846,42.66982938117892,16TFN
chip_104_417,-90.2795628342996,45.099864707192175,15TYL
chip_138_475,-85.66529963618372,42.762851675378904,16TFN
chip_127_471,-85.89739026828283,43.446680652714846,16TEP
chip_099_381,-93.3437840069069,45.497639728459966,15TVL
chip_168_610,-75.29461260492846,39.66351718138828,18SVJ
chip_140_447,-87.98365995083576,42.80546325024154,16TDN
chip_107_378,-93.61886506570266,45.019196788813005,15TVK
chip_238_330,-97.53620205875588,37.16096490051106,14SPG
chip_212_445,-88.61061634877396,38.50833236421255,16SCH
chip_120_493,-84.00331663544402,43.71166359526517,16TGP
chip_217_441,-88.94976807574835,38.227629440961266,16SCH
chip_146_432,-89.25530600368809,42.51576444574791,16TCN
chip_119_568,-77.81754863290843,43.056940475771896,17TQH
chip_106_442,-88.16403521781709,44.87179686692268,16TDQ
chip_255_271,-101.95458551297669,36.002206035063836,13SGV
chip_199_318,-98.53192633940448,39.483422130143154,14SNJ
chip_126_427,-89.55427926137196,43.737106055377986,15TYJ
chip_199_323,-98.13780569066367,39.49078752477237,14SNJ
chip_115_379,-93.55112429439207,44.53495078009433,15TVK
chip_140_427,-89.6327923087139,42.896406164051385,15TYH
chip_114_423,-89.82334834175336,44.474789732239245,15TYK
chip_077_612,-73.45009634162538,44.966751215523594,18TXQ
chip_117_563,-78.19409049880959,43.23175244393667,17TQH
chip_326_516,-84.22413931913664,31.259823199985227,16RGV
chip_319_523,-83.6685414146422,31.625595457362195,17SKR
chip_206_417,-90.76000298267297,38.97875858098965,15SXD
chip_269_368,-94.66649696078935,35.30312820642293,15SUV
chip_336_499,-85.49858831846832,30.77982994250315,16RFV
chip_101_356,-95.49426655678042,45.40188134217601,14TQR
chip_131_428,-89.49933686505597,43.43263662912698,15TYJ
chip_081_348,-96.18443205184738,46.61365086511724,14TQS
chip_156_402,-91.75864551964435,42.01993479342162,15TWG
chip_309_490,-85.92747063994203,32.458613156999846,16SEA
chip_140_436,-88.89014770044669,42.858056185666605,16TCN
chip_106_370,-94.30015557107123,45.08995400737283,15TUK
chip_215_310,-99.12092016527583,38.51027169301679,14SMH
chip_150_493,-84.31150284584092,41.921399817992075,17TKG
chip_200_319,-98.45107540237309,39.42505236010791,14SNJ
chip_238_336,-97.07789573093878,37.16591354726147,14SPG
chip_134_360,-95.17544630320606,43.409891405569084,15TUJ
chip_421_323,-97.80529044369764,26.097092353023793,14RPP
chip_236_598,-77.27697501798036,35.82101257345341,18STE
chip_342_468,-87.70930190026529,30.603822112598383,16RDU
chip_118_556,-78.78160169888955,43.249779649805006,17TPH
chip_133_478,-85.37300575471653,43.04189781761681,16TFN
chip_118_560,-78.45456675273269,43.20599814749826,17TQH
chip_226_289,-100.7103110522429,37.79944021923628,14SLG
chip_119_585,-76.43729813766151,42.85519517447553,18TUN
chip_217_432,-89.64569030907592,38.26565282971719,16SBH
chip_236_335,-97.15614288409637,37.285136737612,14SPG
chip_105_419,-90.1142451588681,45.03220679650395,15TYK
chip_086_352,-95.83545115217703,46.31054960899755,14TQS
chip_266_362,-95.11159257041044,35.48744388646932,15SUV
chip_268_373,-94.29254722970505,35.35835991162464,15SUV
chip_221_309,-99.18304147111539,38.14875808136357,14SMH
chip_084_357,-95.39918755309378,46.43054593833544,14TQS
chip_128_482,-84.99563854197737,43.31348012508256,16TFP
chip_137_495,-84.01620526277422,42.68167323249788,16TGN
chip_139_486,-84.77289572974863,42.628236661668154,16TFN
chip_122_563,-78.27120137034453,42.93617761948343,17TQH
chip_204_417,-90.7513587505031,39.09848871187375,15SXD
chip_198_594,-77.00498480663649,38.10276700951394,18SUH
chip_201_457,-87.60521365675113,39.1058909597621,16SDJ
chip_109_330,-97.71391141498663,44.90857841020882,14TNQ
chip_059_091,-118.68238375288371,46.0641295834483,11TLM
chip_100_372,-94.11913175440421,45.45018498383162,15TVL
chip_134_497,-83.82094959199596,42.84537137720836,16TGN
chip_163_455,-87.49507262051408,41.38705074296836,16TDL
chip_211_334,-97.25797337645518,38.78318376609107,14SPH
chip_148_478,-85.5100227885119,42.14565368219596,16TFM
chip_109_387,-92.8566374119813,44.88268848361003,15TWK
chip_318_525,-83.51820126061614,31.6697205514122,17SKR
chip_325_527,-83.44274542489151,31.234902391053,17RKQ
chip_218_287,-100.89594478992865,38.27241503627935,14SLH
chip_156_480,-85.42007651004431,41.6547765548685,16TFM
chip_182_238,-104.9423275603441,40.21203158880002,13TEE
chip_106_422,-89.86414260377951,44.96048769912988,15TYK
chip_123_466,-86.27819337114873,43.71757166009168,16TEP
chip_330_508,-84.81990333822631,31.07817922511139,16RGV
chip_157_522,-82.05400729367108,41.27068901260669,17TMF
chip_151_491,-84.48335841864821,41.87641081418969,17TKG
chip_232_440,-89.1112520383912,37.33505834400063,16SCG
chip_219_429,-89.88778844039955,38.157790839746276,16SBH
chip_377_349,-96.07623612305184,28.794640482310772,14RQS
chip_114_443,-88.13547588467641,44.38575523147457,16TDQ
chip_139_473,-85.83834437750201,42.71601288061241,16TEN
chip_172_611,-75.28581104780412,39.41637014978944,18SVJ
chip_244_591,-77.90638934868564,35.430660547445456,18STE
chip_102_377,-93.69384836141029,45.32266458055439,15TVL
chip_121_581,-76.7945543355926,42.78613738831676,18TUN
chip_330_509,-84.74975188163107,31.071065589363386,16RGV
chip_257_444,-88.94774284051512,35.82180017025258,16SCE
chip_315_514,-84.26877064019949,31.93358001195717,16SGA
chip_183_425,-90.0216454941244,40.327324673848125,15TYE
chip_076_351,-95.92176872865213,46.917160622386795,14TQT
chip_086_356,-95.48731920815153,46.30968593907348,14TQS
chip_118_577,-77.06943457907796,43.01090509289403,18TUN
chip_208_457,-87.65337297120098,38.68783155537613,16SDH
chip_123_569,-77.79927606270573,42.80929416050294,17TQH
chip_165_585,-77.18551941875806,40.14909012341055,18TUK
chip_235_444,-88.82318427499435,37.13791160995963,16SCG
chip_165_517,-82.54543327250613,40.83864452961311,17TLF
chip_232_285,-100.99379862323319,37.427904179256345,14SLG
chip_330_498,-85.52207914187358,31.146872289776777,16RFV
chip_219_315,-98.72318160651392,38.279785607891036,14SNH
chip_154_487,-84.83594972052647,41.7261113235767,16TFM
chip_115_299,-100.33017867623248,44.487154360134674,14TLQ
chip_149_494,-84.22044672765468,41.97361440170794,17TKG
chip_123_578,-77.07019359553566,42.70423790630323,18TUN
chip_118_492,-84.06541548685745,43.838743089800154,16TGP
chip_254_265,-102.40995706691228,36.03868139951154,13SGV
chip_103_371,-94.20988690657407,45.27005993170509,15TVL
chip_249_449,-88.5265261543648,36.27754948481818,16SCF
chip_162_479,-85.55436910691034,41.303366110618256,16TFL
chip_103_375,-93.86723361515108,45.265071446633634,15TVL
chip_144_447,-88.01141373454553,42.56580600377153,16TDN
chip_135_484,-84.89819658004353,42.881208558949474,16TFN
chip_219_258,-103.13279339928,38.10260654996733,13SFC
chip_235_333,-97.31021601834247,37.343541661100694,14SPG
chip_054_318,-98.87810626214667,48.226215512844696,14UNU
chip_090_363,-94.88222143153044,46.063750941277235,15TUM
chip_223_438,-89.21483818454492,37.8819307337551,16SCH
chip_245_435,-89.5606083195631,36.57830417350241,16SBF
chip_209_329,-97.65106494647353,38.89849135798763,14SPJ
chip_114_422,-89.90785339958883,44.47868059574328,15TYK
chip_219_335,-97.17218692376476,38.30435954578789,14SPH
chip_222_288,-100.80283014846908,38.03596669047656,14SLH
chip_281_252,-103.23102041842814,34.365471927736834,13SFU
chip_171_611,-75.26876338162864,39.474912292326714,18SVJ
chip_113_449,-87.62259194871915,44.41495993382436,16TDQ
chip_245_592,-77.84726315623456,35.360329878512324,18STE
chip_244_268,-102.23400276454957,36.649272388543345,13SGA
chip_221_333,-97.3251647200357,38.1828861438727,14SPH
chip_126_439,-88.5521603301295,43.68432201474616,16TCP
chip_240_587,-78.14398568707168,35.711643092219404,17SQV
chip_173_351,-95.92820556651282,41.06869489326209,15TTF
chip_243_282,-101.17752633589977,36.75953675692881,14SLF
chip_162_478,-85.63476802451923,41.30992583428311,16TFL
chip_246_592,-77.86141349614925,35.30137878572187,18STE
chip_094_357,-95.40464980492106,45.82489352144367,14TQR
chip_221_432,-89.66634544199837,38.026368231322685,16SBH
chip_237_595,-77.51236046072937,35.79716686040664,18STE
chip_253_447,-88.70024471754382,36.047583038737194,16SCE
chip_234_441,-89.04608470502566,37.211078515124484,16SCG
chip_119_484,-84.74175422259039,43.83761138829403,16TFP
chip_245_580,-78.72760907157806,35.493833839842374,17SQV
chip_143_479,-85.38304712035436,42.43761967949019,16TFN
chip_217_314,-98.80527787142259,38.39789880211465,14SNH
chip_131_477,-85.43701984314153,43.16817517258668,16TFN
chip_139_481,-85.18236298446331,42.66302579638117,16TFN
chip_220_306,-99.41791753944177,38.20243107865528,14SMH
chip_235_599,-77.18864132340585,35.86808716916484,18STE
chip_121_571,-77.6052842974024,42.90433935850495,17TQH
chip_186_242,-104.59626404455815,39.99524593638231,13TEE
chip_266_277,-101.4565181859688,35.36473660178517,14SKE
chip_272_562,-80.3845470804798,34.08213359141416,17SNT
chip_147_493,-84.28139497267196,42.10025853828903,17TKG
chip_122_581,-76.8111225988079,42.72722666035565,18TUN
chip_156_479,-85.50086537082834,41.66142277889432,16TFM
chip_161_468,-86.43142055678756,41.43247765768676,16TEL
chip_222_466,-87.05719478859136,37.80291529037754,16SDG
chip_054_331,-97.71319663074753,48.24536783601193,14UNU
chip_118_558,-78.61803218342372,43.22799032330462,17TPH
chip_239_335,-97.15335706240033,37.10524340293707,14SPG
chip_122_571,-77.62118923700832,42.84531760210428,17TQH
chip_262_441,-89.19912285796073,35.53558885313251,16SBE
chip_119_466,-86.24386602680002,43.957273559991506,16TEP
chip_140_429,-89.46768964396936,42.888248456169826,15TYH
chip_077_351,-95.92184097056088,46.85645589515386,14TQS
chip_269_420,-90.79547095242678,35.19571948759298,15SXV
chip_107_413,-90.63535594041173,44.93307827108087,15TXK
chip_080_356,-95.4844865292457,46.673464387653745,14TQS
chip_095_365,-94.71467976897459,45.75959638962257,15TUL
chip_093_365,-94.71234078379646,45.88061416378466,15TUL
chip_311_519,-83.87835072275625,32.13517751010149,17SKR
chip_304_528,-83.17257924689335,32.48250650172333,17SKS
chip_244_596,-77.54011708522113,35.37328285574023,18STE
chip_162_484,-85.15260188601421,41.26981127636371,16TFL
chip_186_483,-85.4479327956588,39.8457630248079,16TFK
chip_141_429,-89.47336733470569,42.82824790095258,15TYH
chip_165_412,-90.98149890680716,41.45081872881635,15TXF
chip_148_492,-84.3725705807854,42.04799315424198,17TKG
chip_314_516,-84.11818576713792,31.978484358952485,16SGA
chip_299_360,-95.27970340313624,33.50534906635068,15STT
chip_124_303,-99.95994097535004,43.95560259543251,14TMP
chip_220_436,-89.35255680048287,38.06981734743133,16SBH
chip_162_477,-85.7151818414339,41.31643510852753,16TFL
chip_249_591,-77.97676125347792,35.135839658680176,17SQU
chip_114_583,-76.51504278612954,43.174198308092336,18TUN
chip_105_103,-116.80047573808578,43.52374929653263,11TNJ
chip_224_294,-100.33249080001264,37.933476636400044,14SLH
chip_270_409,-91.616767243298,35.169052179222234,15SXU
chip_097_356,-95.49243240739094,45.64374607306319,14TQR
chip_173_519,-82.47751446783248,40.3465299306099,17TLE
chip_227_605,-76.62582095427433,36.266635795046994,18SUF
chip_098_408,-91.02086805022068,45.49249039402705,15TXL
chip_141_500,-83.64999049725579,42.40480197396957,16TGN
chip_258_443,-89.02808388821111,35.76636939433196,16SCE
chip_100_368,-94.46274980998848,45.45453367999584,15TUL
chip_121_507,-82.85375330587604,43.540769813886065,17TLJ
chip_149_497,-83.97743863490923,41.9511051102428,17TKG
chip_210_277,-101.70723395558923,38.71787362771785,14SKH
chip_081_305,-99.9418563428245,46.55702853496753,14TMS
chip_056_319,-98.78327516154545,48.10613164803795,14UNU
chip_104_452,-87.30023338621784,44.93963214014638,16TDQ
chip_120_492,-84.08639383020342,43.71922027705109,16TGP
chip_130_479,-85.26256600369436,43.2145124402147,16TFN
chip_107_368,-94.47241719131848,45.03161583930703,15TUK
chip_142_483,-85.04697256494536,42.47011382662436,16TFN
chip_105_418,-90.19946778989244,45.03591780639566,15TYK
chip_149_473,-85.92567065521163,42.11836196481234,16TEM
chip_093_356,-95.49058490584238,45.88576447714444,14TQR
chip_165_447,-88.15403154200396,41.308693944718854,16TCL
chip_168_382,-93.4189402610159,41.34284194880621,15TVF
chip_330_522,-83.83893025806988,30.974552845459527,17RKQ
chip_085_352,-95.83530031568351,46.37115285306927,14TQS
chip_167_411,-91.07084273312866,41.334053922524916,15TXF
chip_180_426,-89.92674908254605,40.5031282581321,16TBK
chip_121_445,-88.01660793718041,43.955216356382344,16TDP
chip_131_442,-88.33558958565983,43.369887898495804,16TCP
chip_238_590,-77.89487158328397,35.795676677300634,18STE
chip_144_446,-88.09348135535126,42.570827717266404,16TDN
chip_223_437,-89.29178059439691,37.88618368148595,16SBG
chip_321_543,-82.28124766776229,31.341010967832716,17RLQ
chip_183_606,-75.85316957190518,38.835970767973016,18SVJ
chip_077_300,-100.39434021628415,46.786151934670336,14TLS
chip_254_266,-102.33486694545894,36.04270215625861,13SGV
chip_094_358,-95.3182525530335,45.82448690984755,14TQR
chip_176_607,-75.66062788597398,39.233505236988194,18SVJ
chip_194_315,-98.77988694518808,39.77810739598574,14TNK
chip_147_497,-83.95680493198431,42.07029234361673,17TKG
chip_154_576,-77.72117668338316,40.901200713350605,18TTL
chip_275_469,-87.20445031680057,34.619586558635696,16SDD
chip_254_271,-101.9592993499335,36.06209595215615,13SGA
chip_130_506,-83.03871168739843,43.01247152569434,17TLH
chip_318_532,-83.02468592627564,31.61330490096579,17SLR
chip_134_364,-94.8420057651559,43.407379901179866,15TUJ
chip_113_421,-89.98701321917741,44.54272054407126,15TYK
chip_117_560,-78.43929484613722,43.265152501358045,17TQH
chip_090_358,-95.31576429733259,46.06662152268295,14TQS
chip_083_356,-95.48590677068086,46.49152544775596,14TQS
chip_267_432,-89.89458854883019,35.272750660522696,16SBE
chip_215_429,-89.8678187318981,38.3971094092859,16SBH
chip_221_460,-87.51079179660788,37.89556872884948,16SDG
chip_087_302,-100.18063026993364,46.18593854283053,14TMS
chip_207_402,-91.93676293870787,38.96287684642685,15SWD
chip_116_508,-82.7128419889554,43.830637329288294,17TLJ
chip_081_352,-95.83469419419876,46.61367527900663,14TQS
chip_223_447,-88.52276932689003,37.84147630690878,16SCG
chip_132_478,-85.36374444125968,43.10168386766466,16TFN
chip_224_431,-89.75868073688163,37.85085647300693,16SBG
chip_146_493,-84.27132469242831,42.15988505031206,17TKG
chip_123_494,-83.95201574049318,43.52485751670721,16TGP
chip_225_323,-98.09266433685394,37.93232081181023,14SNH
chip_273_472,-86.96980781183254,34.72234284089673,16SDD
chip_282_561,-80.57550103169486,33.49845125078863,17SNT
chip_213_449,-88.30674894823771,38.42955700341036,16SCH
chip_233_334,-97.23563733577272,37.46426280227136,14SPG
chip_166_434,-89.20865777429233,41.30888153869653,16TCL
chip_226_286,-100.94114426688654,37.79031024569792,14SLG
chip_133_492,-84.2209848123887,42.942846925311265,16TGN
chip_103_417,-90.27441667429237,45.160163122837645,15TYL
chip_130_442,-88.32887144927352,43.42988650819118,16TCP
chip_092_363,-94.88425744408997,45.94266961628281,15TUL
chip_087_353,-95.74864758198204,46.249824570503925,14TQS
chip_154_468,-86.37406746975356,41.85068630467353,16TEM
chip_306_381,-93.76272738604489,33.06439904632482,15SVS
