chip_id,chip_coordinate_x,chip_coordinate_y,crop_per_2023,non_crop_per_2023,crop_per_2022,non_crop_per_2022,crop_per_2021,non_crop_per_2021,crop_per_2020,non_crop_per_2020,crop_per_2019,non_crop_per_2019,crop_per_2018,non_crop_per_2018,crop_per_2017,non_crop_per_2017,crop_per_2016,non_crop_per_2016,crop_per_2015,non_crop_per_2015,crop_per_2014,non_crop_per_2014,average_crop_per
chip_009_072,502740.0,2140260.0,84.77,15.23,0.0,0.0,0.0,0.0,86.08,13.92,85.34,14.66,85.44,14.56,85.43,14.57,85.55,14.45,85.41,14.59,83.51,16.49,68.15299999999999
chip_009_073,509460.0,2140260.0,86.21,13.79,86.07,13.93,86.93,13.07,87.45,12.55,87.15,12.85,86.67,13.33,86.68,13.32,86.58,13.42,86.33,13.67,85.26,14.74,86.53299999999999
chip_009_075,522900.0,2140260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.29,14.71,85.17,14.83,85.13,14.87,84.92,15.08,84.76,15.24,83.67,16.33,50.894
chip_009_076,529620.0,2140260.0,84.4,15.6,0.0,0.0,85.9,14.1,86.16,13.84,0.0,0.0,86.11,13.89,86.29,13.71,85.79,14.21,85.94,14.06,84.64,15.36,68.52300000000001
chip_009_081,563220.0,2140260.0,87.5,12.5,87.29,12.71,87.69,12.31,88.08,11.92,0.0,0.0,87.67,12.33,87.79,12.21,87.63,12.37,87.32,12.68,86.95,13.05,78.792
chip_009_082,569940.0,2140260.0,84.94,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.02,14.98,0.0,0.0,84.93,15.07,84.52,15.48,84.1,15.9,42.351
chip_009_083,576660.0,2140260.0,93.16,6.84,93.1,6.9,93.35,6.65,93.53,6.47,81.07,18.93,93.51,6.49,93.51,6.49,92.72,7.28,92.44,7.56,90.34,9.66,91.67300000000002
chip_009_084,583380.0,2140260.0,88.0,12.0,88.03,11.97,88.02,11.98,89.06,10.94,82.44,17.56,88.58,11.42,88.55,11.45,88.26,11.74,87.56,12.44,86.94,13.06,87.54400000000001
chip_009_085,590100.0,2140260.0,89.37,10.63,89.41,10.59,89.43,10.57,89.63,10.37,83.09,16.91,90.03,9.97,89.99,10.01,89.74,10.26,89.47,10.53,88.63,11.37,88.879
chip_009_087,603540.0,2140260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54,15.46,84.19,15.81,16.873
chip_010_072,502740.0,2133540.0,90.32,9.68,90.41,9.59,90.56,9.44,91.17,8.83,91.03,8.97,91.41,8.59,91.23,8.77,91.28,8.72,91.25,8.75,90.21,9.79,90.887
chip_010_073,509460.0,2133540.0,88.58,11.42,88.3,11.7,89.03,10.97,89.49,10.51,89.34,10.66,89.57,10.43,89.76,10.24,89.27,10.73,89.31,10.69,87.79,12.21,89.04399999999998
chip_010_074,516180.0,2133540.0,90.85,9.15,90.68,9.32,91.4,8.6,91.83,8.17,91.71,8.29,91.91,8.09,91.98,8.02,91.99,8.01,91.9,8.1,91.34,8.66,91.559
chip_010_075,522900.0,2133540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48,15.52,0.0,0.0,0.0,0.0,0.0,0.0,83.71,16.29,83.38,16.62,25.157
chip_010_076,529620.0,2133540.0,86.51,13.49,86.76,13.24,87.28,12.72,87.83,12.17,87.03,12.97,87.73,12.27,87.7,12.3,87.62,12.38,87.51,12.49,86.3,13.7,87.227
chip_010_081,563220.0,2133540.0,91.83,8.17,91.77,8.23,92.02,7.98,92.36,7.64,0.0,0.0,91.49,8.51,91.64,8.36,90.44,9.56,90.61,9.39,89.25,10.75,82.14099999999999
chip_010_082,569940.0,2133540.0,88.41,11.59,88.77,11.23,89.12,10.88,88.86,11.14,0.0,0.0,88.22,11.78,88.15,11.85,85.89,14.11,84.98,15.02,85.19,14.81,78.75899999999999
chip_010_083,576660.0,2133540.0,90.96,9.04,90.17,9.83,90.91,9.09,91.62,8.38,89.12,10.88,91.03,8.97,90.94,9.06,89.71,10.29,89.42,10.58,88.05,11.95,90.193
chip_010_084,583380.0,2133540.0,92.69,7.31,92.44,7.56,92.86,7.14,93.74,6.26,84.49,15.51,92.73,7.27,92.43,7.57,92.44,7.56,92.16,7.84,91.85,8.15,91.78300000000002
chip_010_088,610260.0,2133540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.05,16.95,0.0,0.0,8.305
chip_011_072,502740.0,2126820.0,84.94,15.06,0.0,0.0,85.75,14.25,86.2,13.8,0.0,0.0,87.78,12.22,88.01,11.99,87.78,12.22,87.67,12.33,86.78,13.22,69.49099999999999
chip_011_073,509460.0,2126820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47,17.53,0.0,0.0,0.0,0.0,0.0,0.0,83.95,16.05,83.24,16.76,24.966
chip_011_075,522900.0,2126820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.39,16.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339
chip_011_076,529620.0,2126820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82,15.18,85.41,14.59,85.29,14.71,84.97,15.03,85.0,15.0,84.11,15.89,50.96
chip_011_083,576660.0,2126820.0,89.51,10.49,89.24,10.76,89.62,10.38,90.21,9.79,83.64,16.36,89.99,10.01,89.77,10.23,88.28,11.72,86.54,13.46,84.85,15.15,88.16499999999999
chip_011_084,583380.0,2126820.0,86.96,13.04,87.08,12.92,86.41,13.59,87.75,12.25,82.33,17.67,87.12,12.88,87.0,13.0,86.28,13.72,86.09,13.91,86.21,13.79,86.32300000000001
chip_011_087,603540.0,2126820.0,85.1,14.9,85.25,14.75,85.5,14.5,86.29,13.71,0.0,0.0,85.51,14.49,85.54,14.46,85.17,14.83,85.17,14.83,84.06,15.94,76.75899999999999
chip_012_073,509460.0,2120100.0,87.61,12.39,87.35,12.65,88.06,11.94,88.64,11.36,86.55,13.45,88.95,11.05,89.02,10.98,88.91,11.09,88.89,11.11,87.33,12.67,88.131
chip_012_075,522900.0,2120100.0,87.79,12.21,87.86,12.14,88.22,11.78,88.7,11.3,86.38,13.62,89.04,10.96,89.14,10.86,89.12,10.88,89.19,10.81,87.95,12.05,88.33900000000001
chip_012_079,549780.0,2120100.0,87.29,12.71,87.72,12.28,87.85,12.15,88.76,11.24,0.0,0.0,88.14,11.86,88.04,11.96,86.63,13.37,87.89,12.11,86.94,13.06,78.926
chip_012_080,556500.0,2120100.0,89.33,10.67,89.47,10.53,89.5,10.5,90.01,9.99,81.61,18.39,89.09,10.91,89.12,10.88,88.49,11.51,88.88,11.12,88.56,11.44,88.40599999999999
chip_012_081,563220.0,2120100.0,91.23,8.77,91.26,8.74,91.54,8.46,91.92,8.08,82.46,17.54,91.54,8.46,91.53,8.47,89.95,10.05,89.6,10.4,88.41,11.59,89.944
chip_012_082,569940.0,2120100.0,88.83,11.17,88.89,11.11,89.07,10.93,89.45,10.55,85.77,14.23,88.47,11.53,88.43,11.57,88.27,11.73,88.19,11.81,88.28,11.72,88.36499999999998
chip_012_083,576660.0,2120100.0,91.64,8.36,91.66,8.34,92.03,7.97,92.87,7.13,83.78,16.22,92.84,7.16,92.97,7.03,92.41,7.59,92.03,7.97,91.54,8.46,91.377
chip_012_084,583380.0,2120100.0,94.88,5.12,94.43,5.57,94.87,5.13,95.21,4.79,85.96,14.04,95.77,4.23,95.52,4.48,95.5,4.5,95.47,4.53,95.19,4.81,94.28
chip_012_085,590100.0,2120100.0,92.85,7.15,92.75,7.25,92.71,7.29,92.12,7.88,0.0,0.0,93.25,6.75,93.06,6.94,93.09,6.91,92.01,7.99,92.27,7.73,83.411
chip_012_086,596820.0,2120100.0,88.18,11.82,88.13,11.87,88.32,11.68,89.21,10.79,0.0,0.0,89.0,11.0,89.08,10.92,88.89,11.11,89.12,10.88,88.89,11.11,79.88199999999999
chip_012_087,603540.0,2120100.0,91.02,8.98,91.02,8.98,91.14,8.86,91.86,8.14,81.78,18.22,91.65,8.35,91.59,8.41,91.47,8.53,91.6,8.4,91.14,8.86,90.427
chip_012_088,610260.0,2120100.0,85.68,14.32,85.03,14.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.73,14.27,0.0,0.0,84.97,15.03,84.59,15.41,42.6
chip_013_072,502740.0,2113380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.38,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.138
chip_013_078,543060.0,2113380.0,85.03,14.97,85.16,14.84,85.57,14.43,86.32,13.68,84.48,15.52,85.45,14.55,85.33,14.67,85.42,14.58,85.35,14.65,85.11,14.89,85.322
chip_013_079,549780.0,2113380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.61,16.39,83.27,16.73,16.688
chip_013_080,556500.0,2113380.0,94.99,5.01,95.03,4.97,95.07,4.93,95.4,4.6,87.02,12.98,95.35,4.65,95.33,4.67,95.28,4.72,95.33,4.67,95.13,4.87,94.393
chip_013_081,563220.0,2113380.0,95.35,4.65,95.39,4.61,95.44,4.56,95.54,4.46,88.65,11.35,95.65,4.35,95.7,4.3,95.64,4.36,95.65,4.35,95.56,4.44,94.857
chip_013_082,569940.0,2113380.0,91.23,8.77,91.49,8.51,91.48,8.52,92.27,7.73,88.97,11.03,91.21,8.79,91.24,8.76,90.43,9.57,90.6,9.4,90.98,9.02,90.99
chip_013_083,576660.0,2113380.0,87.98,12.02,88.19,11.81,88.41,11.59,89.27,10.73,81.78,18.22,89.36,10.64,89.41,10.59,88.01,11.99,88.13,11.87,85.94,14.06,87.648
chip_013_084,583380.0,2113380.0,92.62,7.38,90.86,9.14,92.65,7.35,93.2,6.8,82.5,17.5,93.49,6.51,93.41,6.59,93.44,6.56,93.44,6.56,93.05,6.95,91.86599999999999
chip_013_085,590100.0,2113380.0,88.31,11.69,87.9,12.1,88.04,11.96,89.45,10.55,0.0,0.0,89.07,10.93,88.87,11.13,88.99,11.01,89.2,10.8,88.54,11.46,79.837
chip_013_086,596820.0,2113380.0,90.31,9.69,90.41,9.59,90.5,9.5,91.39,8.61,0.0,0.0,90.94,9.06,90.39,9.61,90.78,9.22,90.57,9.43,89.85,10.15,81.514
chip_014_072,502740.0,2106660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46,15.54,84.23,15.77,16.869
chip_014_076,529620.0,2106660.0,91.09,8.91,91.5,8.5,91.74,8.26,92.63,7.37,85.59,14.41,91.82,8.18,91.65,8.35,91.74,8.26,91.8,8.2,91.22,8.78,91.07799999999999
chip_014_077,536340.0,2106660.0,92.26,7.74,92.42,7.58,92.72,7.28,93.17,6.83,85.25,14.75,91.88,8.12,91.95,8.05,91.87,8.13,91.67,8.33,91.59,8.41,91.47800000000001
chip_014_078,543060.0,2106660.0,85.35,14.65,85.47,14.53,85.58,14.42,86.45,13.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.09,15.91,82.88,17.12,50.98199999999999
chip_014_079,549780.0,2106660.0,87.16,12.84,86.98,13.02,87.09,12.91,87.82,12.18,0.0,0.0,86.12,13.88,86.19,13.81,86.15,13.85,86.15,13.85,85.38,14.62,77.904
chip_014_080,556500.0,2106660.0,87.8,12.2,87.78,12.22,88.12,11.88,88.61,11.39,83.16,16.84,88.14,11.86,88.14,11.86,88.02,11.98,88.25,11.75,87.63,12.37,87.565
chip_014_081,563220.0,2106660.0,91.24,8.76,91.22,8.78,91.44,8.56,91.94,8.06,85.42,14.58,91.76,8.24,91.79,8.21,91.69,8.31,91.81,8.19,91.66,8.34,90.99699999999999
chip_014_082,569940.0,2106660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.91,16.09,0.0,0.0,8.391
chip_014_083,576660.0,2106660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.99,16.01,0.0,0.0,8.399
chip_014_085,590100.0,2106660.0,86.29,13.71,86.89,13.11,86.91,13.09,88.12,11.88,0.0,0.0,88.23,11.77,88.0,12.0,87.91,12.09,88.25,11.75,87.67,12.33,78.827
chip_014_086,596820.0,2106660.0,90.38,9.62,90.19,9.81,90.24,9.76,90.97,9.03,83.5,16.5,90.27,9.73,90.19,9.81,90.06,9.94,89.98,10.02,88.8,11.2,89.458
chip_014_087,603540.0,2106660.0,87.54,12.46,87.62,12.38,87.57,12.43,88.37,11.63,0.0,0.0,87.65,12.35,87.61,12.39,87.65,12.35,87.67,12.33,87.02,12.98,78.86999999999999
chip_014_088,610260.0,2106660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.07,15.93,83.4,16.6,16.747
chip_015_071,496020.0,2099940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.04,15.96,83.65,16.35,16.769
chip_015_075,522900.0,2099940.0,92.48,7.52,92.97,7.03,93.34,6.66,92.83,7.17,0.0,0.0,93.71,6.29,93.75,6.25,93.63,6.37,93.12,6.88,93.26,6.74,83.90899999999999
chip_015_076,529620.0,2099940.0,93.52,6.48,93.72,6.28,93.62,6.38,94.39,5.61,0.0,0.0,94.54,5.46,94.47,5.53,94.52,5.48,94.52,5.48,94.27,5.73,84.75699999999999
chip_015_077,536340.0,2099940.0,88.89,11.11,89.16,10.84,89.56,10.44,90.08,9.92,0.0,0.0,89.84,10.16,89.87,10.13,89.81,10.19,89.6,10.4,89.21,10.79,80.602
chip_015_081,563220.0,2099940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8,17.2,0.0,0.0,0.0,0.0,0.0,0.0,83.5,16.5,83.22,16.78,24.952
chip_015_082,569940.0,2099940.0,88.91,11.09,88.83,11.17,88.83,11.17,89.87,10.13,0.0,0.0,89.29,10.71,89.37,10.63,89.18,10.82,88.12,11.88,88.53,11.47,80.09299999999999
chip_015_084,583380.0,2099940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,18.75,85.12,14.88,85.18,14.82,0.0,0.0,85.26,14.74,84.28,15.72,42.109
chip_015_085,590100.0,2099940.0,93.82,6.18,93.75,6.25,93.69,6.31,94.43,5.57,81.32,18.68,94.36,5.64,94.37,5.63,94.36,5.64,93.65,6.35,93.26,6.74,92.701
chip_015_086,596820.0,2099940.0,93.28,6.72,93.51,6.49,93.41,6.59,93.9,6.1,0.0,0.0,93.72,6.28,93.28,6.72,93.24,6.76,92.08,7.92,91.93,8.07,83.83500000000001
chip_016_069,482580.0,2093220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48,15.52,84.26,15.74,16.874000000000002
chip_016_072,502740.0,2093220.0,88.87,11.13,89.33,10.67,89.51,10.49,89.52,10.48,0.0,0.0,90.76,9.24,90.86,9.14,90.01,9.99,90.85,9.15,90.42,9.58,81.01299999999999
chip_016_073,509460.0,2093220.0,90.41,9.59,90.53,9.47,91.49,8.51,91.87,8.13,0.0,0.0,91.88,8.12,91.89,8.11,91.69,8.31,91.78,8.22,91.38,8.62,82.292
chip_016_074,516180.0,2093220.0,88.67,11.33,89.84,10.16,90.1,9.9,90.47,9.53,0.0,0.0,89.92,10.08,89.96,10.04,89.82,10.18,89.58,10.42,89.1,10.9,80.74600000000001
chip_016_075,522900.0,2093220.0,0.0,0.0,0.0,0.0,85.46,14.54,0.0,0.0,0.0,0.0,86.51,13.49,86.67,13.33,86.7,13.3,86.96,13.04,85.22,14.78,51.751999999999995
chip_016_076,529620.0,2093220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.76,15.24,84.2,15.8,16.896
chip_016_080,556500.0,2093220.0,90.1,9.9,90.02,9.98,90.18,9.82,91.06,8.94,90.49,9.51,90.41,9.59,90.3,9.7,90.23,9.77,89.83,10.17,89.27,10.73,90.189
chip_016_081,563220.0,2093220.0,89.87,10.13,89.92,10.08,89.94,10.06,91.11,8.89,89.09,10.91,90.55,9.45,90.56,9.44,90.59,9.41,90.22,9.78,89.53,10.47,90.138
chip_016_082,569940.0,2093220.0,86.05,13.95,85.92,14.08,85.96,14.04,87.4,12.6,0.0,0.0,85.69,14.31,86.66,13.34,86.45,13.55,86.03,13.97,84.09,15.91,77.42500000000001
chip_016_083,576660.0,2093220.0,94.47,5.53,94.41,5.59,94.39,5.61,95.24,4.76,86.61,13.39,95.43,4.57,95.37,4.63,94.61,5.39,92.15,7.85,93.25,6.75,93.59299999999999
chip_016_084,583380.0,2093220.0,86.64,13.36,86.21,13.79,86.28,13.72,87.49,12.51,0.0,0.0,87.67,12.33,87.69,12.31,86.64,13.36,87.04,12.96,86.26,13.74,78.192
chip_016_085,590100.0,2093220.0,89.68,10.32,89.73,10.27,89.84,10.16,90.18,9.82,0.0,0.0,89.76,10.24,89.66,10.34,89.38,10.62,88.63,11.37,88.07,11.93,80.49300000000001
chip_016_086,596820.0,2093220.0,88.91,11.09,88.94,11.06,89.05,10.95,89.8,10.2,0.0,0.0,89.34,10.66,89.4,10.6,89.07,10.93,89.26,10.74,88.29,11.71,80.20599999999999
chip_016_090,623700.0,2093220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.24,16.76,0.0,0.0,8.324
chip_016_091,630420.0,2093220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.84,16.16,8.384
chip_017_071,496020.0,2086500.0,86.06,13.94,86.06,13.94,86.68,13.32,86.79,13.21,0.0,0.0,87.5,12.5,87.7,12.3,87.43,12.57,87.57,12.43,87.17,12.83,78.29599999999999
chip_017_072,502740.0,2086500.0,91.47,8.53,91.5,8.5,92.15,7.85,91.68,8.32,0.0,0.0,93.99,6.01,94.06,5.94,93.93,6.07,93.99,6.01,93.61,6.39,83.638
chip_017_073,509460.0,2086500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5,13.5,86.39,13.61,86.22,13.78,85.86,14.14,85.73,14.27,43.07000000000001
chip_017_074,516180.0,2086500.0,89.36,10.64,89.66,10.34,90.12,9.88,90.25,9.75,0.0,0.0,90.56,9.44,90.45,9.55,90.66,9.34,90.4,9.6,89.65,10.35,81.11099999999999
chip_017_075,522900.0,2086500.0,85.83,14.17,86.64,13.36,87.51,12.49,86.93,13.07,0.0,0.0,89.31,10.69,89.15,10.85,89.27,10.73,89.03,10.97,88.47,11.53,79.214
chip_017_076,529620.0,2086500.0,91.88,8.12,92.12,7.88,92.2,7.8,91.67,8.33,0.0,0.0,92.59,7.41,92.96,7.04,92.86,7.14,92.9,7.1,92.39,7.61,83.15700000000001
chip_017_077,536340.0,2086500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.65,16.35,83.11,16.89,16.676
chip_017_078,543060.0,2086500.0,85.76,14.24,85.79,14.21,86.07,13.93,86.5,13.5,82.06,17.94,86.42,13.58,86.51,13.49,86.37,13.63,86.3,13.7,85.92,14.08,85.77
chip_017_079,549780.0,2086500.0,92.43,7.57,92.91,7.09,93.06,6.94,93.62,6.38,89.49,10.51,93.51,6.49,93.65,6.35,93.41,6.59,92.71,7.29,92.93,7.07,92.772
chip_017_080,556500.0,2086500.0,88.48,11.52,88.34,11.66,88.77,11.23,89.62,10.38,88.05,11.95,89.64,10.36,89.98,10.02,88.76,11.24,89.01,10.99,87.04,12.96,88.76899999999999
chip_017_083,576660.0,2086500.0,93.34,6.66,93.3,6.7,93.32,6.68,93.95,6.05,81.44,18.56,94.15,5.85,94.22,5.78,93.55,6.45,92.79,7.21,92.23,7.77,92.229
chip_017_085,590100.0,2086500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.67,15.33,83.06,16.94,16.773000000000003
chip_017_089,616980.0,2086500.0,90.48,9.52,90.55,9.45,90.55,9.45,90.84,9.16,0.0,0.0,91.89,8.11,91.92,8.08,91.74,8.26,90.28,9.72,90.09,9.91,81.83399999999999
chip_017_090,623700.0,2086500.0,86.4,13.6,86.79,13.21,86.02,13.98,87.68,12.32,0.0,0.0,87.29,12.71,87.63,12.37,87.89,12.11,87.97,12.03,86.83,13.17,78.45
chip_018_071,496020.0,2079780.0,86.46,13.54,86.59,13.41,86.82,13.18,87.08,12.92,0.0,0.0,88.08,11.92,88.25,11.75,88.09,11.91,87.85,12.15,87.67,12.33,78.689
chip_018_072,502740.0,2079780.0,88.44,11.56,88.26,11.74,89.42,10.58,89.28,10.72,0.0,0.0,91.42,8.58,90.9,9.1,91.24,8.76,91.09,8.91,90.83,9.17,81.08800000000001
chip_018_073,509460.0,2079780.0,87.31,12.69,86.97,13.03,87.28,12.72,88.01,11.99,0.0,0.0,89.85,10.15,88.98,11.02,89.1,10.9,90.15,9.85,89.72,10.28,79.737
chip_018_074,516180.0,2079780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.99,16.01,83.58,16.42,16.756999999999998
chip_018_075,522900.0,2079780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,14.8,85.34,14.66,84.9,15.1,84.54,15.46,33.998000000000005
chip_018_076,529620.0,2079780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61,15.39,84.02,15.98,16.863
chip_018_077,536340.0,2079780.0,90.66,9.34,90.7,9.3,90.89,9.11,91.49,8.51,88.32,11.68,90.94,9.06,91.03,8.97,90.75,9.25,90.64,9.36,90.22,9.78,90.564
chip_018_078,543060.0,2079780.0,87.47,12.53,87.64,12.36,87.94,12.06,88.82,11.18,0.0,0.0,89.03,10.97,88.92,11.08,89.01,10.99,88.84,11.16,88.43,11.57,79.60999999999999
chip_018_080,556500.0,2079780.0,93.47,6.53,93.56,6.44,93.61,6.39,94.2,5.8,93.07,6.93,93.9,6.1,93.98,6.02,93.08,6.92,93.73,6.27,91.98,8.02,93.458
